BindingDB MonomerID,IC50 (nM),Ligand SMILES
wild_50507985,530,Cc1n[nH]c2ccnc(NC3CCC3)c12
wild_50507972,130,Cc1n[nH]c2ccnc(Nc3ccc4ncsc4c3)c12
wild_50507958,410,Cc1n[nH]c2ccnc(NC3CCCC3)c12
wild_50507982,390,Cc1n[nH]c2ccnc(NC3CCCCC3)c12
wild_50507955,150,Cc1n[nH]c2ccnc(Nc3ccccc3F)c12
wild_50507974,830,Cc1n[nH]c2ccnc(Nc3cnn(C)c3)c12
wild_50507959,2400,Cc1n[nH]c2ccnc(NCC3CC3)c12
wild_50507957,4900,Cc1n[nH]c2ccnc(NCc3ccc(Cl)cc3)c12
wild_50507964,250,Cc1n[nH]c2ccnc(O[C@@H]3CCOC3)c12
wild_50507963,170,Cc1n[nH]c2ccnc(OC3CCC3)c12
wild_50507961,67,Cc1n[nH]c2ccnc(OC3CCCCC3)c12
wild_50507677,301,Cc1n[nH]c2ccnc(OC3CCOCC3)c12
wild_50507971,770,Cc1n[nH]c2cncc(NC3CCCCC3)c12
wild_568896,550,Cc1nc(C#N)n(C)c1C(=O)Nc1ccc2[nH]nc(-c3ccccc3)c2c1
wild_569158,550,Cc1nc(C(=O)Nc2ccc(N)c(c2)C(=N)C2CC2)c(C)c(C)c1C#N
wild_569136,550,Cc1nc(C(=O)Nc2ccc3[nH]nc(C4CC4)c3c2)c(Cl)c(C)c1C#N
wild_492397,12.6,Cc1nc(cc(n1)-n1ncc2cc(C)c(cc12)C1CCOCC1)N1CCO[C@@H](CO)C1
wild_492395,20,Cc1nc(cc(n1)-n1ncc2cc(Cl)c(cc12)C1CCN(CC1)C1COC1)N1CCO[C@H](CO)C1
wild_50535647,20,Cc1nc(cc(n1)-n1ncc2cnc(cc12)C1(CC2(CC2)C1)C#N)N1CCN2CCOC[C@@H]2C1
wild_185492,55,Cc1nc(CC2CN(CCO2)c2ncnc3[nH]cc(-c4cccc(c4)C#N)c23)no1
wild_551359,6.46,Cc1nc(Cc2nc3cnc4ccc(cc4c3n2[C@@H]2CCN(CC(F)(F)F)C2)C#N)no1
wild_50508757,26,Cc1nc(Cc2nc3cnc4ccc(cc4c3n2[C@@H]2CCOCC2(F)F)C(F)(F)F)no1
wild_551378,25.7,Cc1nc(Cc2nc3cnc4ccc(Cl)cc4c3n2C2CCOCC2(F)F)no1
wild_568866,550,Cc1nc(ccc1C#N)C(=O)Nc1ccc2[nH]nc(-c3ccoc3)c2c1
wild_678009,8511,Cc1nc(ccc1C#N)C(=O)Nc1cnn(c1)C1CCC1
wild_568861,550,Cc1nc(ccc1C(=O)Nc1ccc2[nH]nc(-c3ccoc3)c2c1)C#N
wild_185500,30,Cc1nc(N2CCOCC2)c2c(c[nH]c2n1)-c1cccc(C#N)c1F
wild_185573,42,Cc1nc(N2CCOCC2)c2c(c[nH]c2n1)-c1cccc(c1)C#N
wild_50590223,4,Cc1nc(NC(=O)c2cccc(n2)-c2cnn(C)c2)cc(n1)N1CC[C@H](C1)C(C)(C)O
wild_50059294,8,Cc1nc(no1)[C@@H]1CN(CCO1)c1ncnc2[nH]cc(-c3cccc(c3)C#N)c12
wild_50059295,204,Cc1nc(no1)[C@H]1CN(CCO1)c1ncnc2[nH]cc(-c3cccc(c3)C#N)c12
wild_185532,17,Cc1nc(no1)C1CN(CCO1)c1ncnc2[nH]cc(-c3cccc(C#N)c3F)c12
wild_185459,8,Cc1nc(no1)C1CN(CCO1)c1ncnc2[nH]cc(-c3cccc(c3)C#N)c12
wild_239380,53.4,Cc1nc2CN(CCc2o1)c1cc(ncn1)-c1n[nH]c2cc(F)c(cc12)-c1cnn(C)c1
wild_239404,2.8,Cc1nc2CN(CCc2o1)c1cc(ncn1)-c1n[nH]c2ccc(cc12)-c1cnn(C)c1
wild_551334,7.86,Cc1nc2cnc3ccc(Cl)cc3c2n1C1CCOC(CC#N)C1
wild_185559,37.4,Cc1nc2sccn2c1-c1c[nH]c2ncnc(N3CCOCC3)c12
wild_50260925,24000,Cc1ncc(o1)-c1cc(cnc1N)-c1ccc(C)cc1
wild_239526,2.2,Cc1ncc(s1)-c1ccc2[nH]nc(-c3cc(ncn3)N3CCOCC3)c2c1
wild_185498,60,Cc1nn(C)cc1-c1c[nH]c2ncnc(N3CCOCC3)c12
wild_677993,58.9,Cc1nn(C)cc1NC(=O)c1csc(n1)-c1cn[nH]c1
wild_593251,125,Cc1nn(C)cc1Nc1ncc(F)c(OC[C@H]2CC[C@H](O)CC2)n1
wild_50516171,159,Cc1nn(CC(F)(F)F)cc1Nc1ncc(Br)c(NCc2ccc(cc2)S(N)(=O)=O)n1
wild_50585188,89,Cc1nn(CC(F)(F)F)cc1Nc1ncc(C2CC2)c(NCCc2c[nH]cn2)n1
wild_50585187,19,Cc1nn(CC(F)(F)F)cc1Nc1ncc(C2CC2)c(NCCCNC(=O)C2CCC2)n1
wild_677975,257,Cc1nn(cc1NC(=O)c1csc(n1)-c1cn[nH]c1)C(C1CC1)C1CC1
wild_677957,83.2,Cc1nn(cc1NC(=O)c1csc(n1)-c1cn[nH]c1)C(F)F
wild_677955,14.8,Cc1nn(cc1NC(=O)c1csc(n1)-c1cn[nH]c1)C1CCC1
wild_678122,50.1,Cc1nn(cc1NC(=O)c1csc(n1)-c1cnn(C)c1)C1CCC1
wild_593177,125,Cc1nn(cc1Nc1ncc(C#N)c(OCC2CC(F)(F)C2)n1)C(C)(C)C#N
wild_593182,125,Cc1nn(cc1Nc1ncc(Cl)c(OCC2CC(F)(F)C2)n1)C1CC(C1)C#N
wild_593179,125,Cc1nn(cc1Nc1ncc(Cl)c(OCC2CCC(CC2)C(F)(F)F)n1)C(C)(C)C#N
wild_593048,125,Cc1nn(cc1Nc1ncc(Cl)c(OCC2CCNCC2F)n1)C1CC(C1)C#N
wild_593172,125,Cc1nn(cc1Nc1ncc(Cl)c(OCC2CCOC(C)(C)C2)n1)C1CC(C1)C#N
wild_593180,125,Cc1nn(cc1Nc1ncc(Cl)c(OCC2COC2)n1)C(C)(C)C#N
wild_593234,125,Cc1nn(cc1Nc1ncc(F)c(OC[C@H]2CC[C@@H](CC2)NC(=O)C(F)(F)F)n1)C(C)(C)C#N
wild_593307,125,Cc1nn(cc1Nc1ncc(F)c(OC[C@H]2CC[C@@H](CC2)OC(F)F)n1)C(C)(C)C#N
wild_593254,125,Cc1nn(cc1Nc1ncc(F)c(OC[C@H]2CC[C@H](O)CC2)n1)C(F)F
wild_593253,125,Cc1nn(cc1Nc1ncc(F)c(OC[C@H]2CC[C@H](O)CC2)n1)C1CC1
wild_593305,300,Cc1nn(cc1Nc1ncc(F)c(OCC2CCC(CC2)OC(F)(F)F)n1)C(C)(C)C#N
wild_593291,125,Cc1nn(cc1Nc1ncc(F)c(OCC2CCC(F)(F)CC2)n1)C(C)(C)C#N
wild_593284,125,Cc1nn(cc1Nc1ncc(F)c(OCC2CCC(O)(CC2)C(F)(F)F)n1)C(C)(C)C#N
wild_593192,125,Cc1nn(cc1Nc1ncc(F)c(OCC2CCNCC2F)n1)C(C)(C)C#N
wild_620948,0.625,Cc1nn(cc1Nc1ncc2ccc(cc2n1)N1C2CCC(C2)C1=O)C1CC2(C1)CN(C2)C1COC1
wild_593041,300,Cc1nn(cc1Nc1nccc(OCC2(F)CCNCC2)n1)C(C)(C)C#N
wild_593152,125,Cc1nn(cc1Nc1nccc(OCC2CCC(O)C2)n1)C(C)(C)C#N
wild_593141,300,Cc1nn(cc1Nc1nccc(OCC2CCC(O)CC2)n1)C(C)(C)C#N
wild_50597001,0.064565,CC1NN=CC1Nc1ncc2cc(Cl)c(cc2n1)N1CCC(C)(O)C(C)C1
wild_624738,93,Cc1nn2CCCOc3nn(C4CCOCC4)c(C)c3Nc3ncc1c2n3
wild_551395,10.9,Cc1nnc(Cc2nc3cnc4ccc(Cl)cc4c3n2C2CCOCC2(F)F)s1
wild_50470158,3600,Cc1nnc(o1)-c1cc(cnc1N)-c1ccc2[nH]ccc2c1
wild_185493,96,Cc1nnc(o1)C1CCCN(C1)c1ncnc2[nH]cc(-c3cccc(c3)C#N)c12
wild_239472,48.7,Cc1noc(C)c1-c1ccc2[nH]nc(-c3cc(ncn3)N3CCOCC3)c2c1
wild_185512,7.71,Cc1noc(n1)C1CN(CCO1)c1ncnc2[nH]cc(-c3cccc(C#N)c3F)c12
wild_50059290,20,Cc1noc(n1)C1CN(CCO1)c1ncnc2[nH]cc(-c3cccc(c3)C#N)c12
wild_239483,59,Cc1nocc1-c1ccc2[nH]nc(-c3cc(ncn3)N3CCOCC3)c2c1
wild_620957,2.59,Cc1nsc(Nc2ncc3ccc(cc3n2)N2C3CCC(C3)C2=O)c1C
wild_620846,23.8,Cc1nscc1Nc1ncc2cc(Cl)c(cc2n1)N1CCN(CC1)C1(C)COC1
wild_634403,55,CC1OC(=O)NCCCOc2ccc3[nH]nc(-c4cc(F)c(C)c1c4)c3c2
wild_634426,55,CC1OC(=O)NCCCOc2ccc3[nH]nc(-c4cccc1n4)c3c2
wild_568880,550,Cc1oc(cc1C(=O)Nc1ccc2[nH]nc(-c3ccccc3)c2c1)C#N
wild_50536681,62,Cc1sc(cc1-c1cnn2cc(Cl)cnc12)C(=O)N[C@@H]1[C@H](N)CCCC1(F)F
wild_239248,4.32,CCC(=O)N1CCN(CC1)c1cc(ncn1)-c1n[nH]c2cc(F)c(OC(C)C)cc12
wild_239237,4.26,CCC(=O)N1CCN(CC1)c1cc(ncn1)-c1n[nH]c2ccc(OC(C)C)cc12
wild_50453821,714,CCC(=O)Nc1ccc(cc1)C(=O)Nc1ccc(Nc2ncc3N(C)C(=O)c4cc(C)ccc4N(C)c3n2)cc1
wild_50539939,743,CCC(C)N1c2ccccc2C(=O)N(C)c2cnc(Nc3ccc(cc3OC)N3CCN(C)CC3)nc12
wild_282644,12000,CCC(C)Sc1c(nnc2cc(ccc12)-c1ccc(cc1)S(C)(=O)=O)C(N)=O
wild_282639,26,CCC(CC)Nc1c(nnc2cc(ccc12)-c1ccncc1)C(N)=O
wild_50432034,338,CCC(Sc1ccc2nnc(-c3cccs3)n2n1)C(=O)OC
wild_620808,5.28,CCC1(COC1)N1CCN(CC1)c1cc2nc(Nc3cnn(c3Cl)C3(C)CC3)ncc2cc1Cl
wild_620809,15.7,CCC1(COC1)N1CCN(CC1)c1cc2nc(Nc3cnn(C4CC4)c3Cl)ncc2cc1Cl
wild_50612215,244,CCC1=C(Cn2nnnc2N1C)C(=O)Nc1ccc2[nH]ncc2c1
wild_50594454,0.081283,CCC1C(C1c1cnn(C)c1)C(=O)Nc1cc2cc(N3CCN(CC3)C3(C)COCC3F)c(C)cc2cn1
wild_569002,550,CCc1c(ccnc1C(=O)Nc1ccc2[nH]nc(-c3ccoc3)c2c1)C#N
wild_624785,5.6,CCc1c2Nc3ncc4c(Cl)nn(CCCOc2nn1[C@@H]1CCOCC1F)c4n3
wild_624787,16,CCc1c2Nc3ncc4c(Cl)nn(CCCOc2nn1[C@H]1CC[C@@H](CC1)OC)c4n3
wild_624786,4.9,CCc1c2Nc3ncc4c(Cl)nn(CCCOc2nn1[C@H]1CCOCC1F)c4n3
wild_667813,2.5,CCc1c2Nc3ncc4c(Cl)nn(CCCOc2nn1-c1cccnc1C)c4n3
wild_667809,0.41,CCc1c2Nc3ncc4c(Cl)nn(CCCOc2nn1-c1cccnc1OC)c4n3
wild_624747,15,CCc1c2Nc3ncc4c(Cl)nn(CCCOc2nn1C1CCOCC1)c4n3
wild_50597170,130,CCc1cc(ccc1-c1ccc(cc1)S(N)(=O)=O)-c1c(C)[nH]nc1-c1ccncc1
wild_50597171,2.2,CCc1cc(ccc1-c1cccc(c1)S(N)(=O)=O)-c1c(C)[nH]nc1-c1ccncc1
wild_50597172,6.1,CCc1cc(ccc1-c1cccc(c1)S(N)(=O)=O)-c1c[nH]nc1-c1ccncc1
wild_254926,149,CCc1cc(ccc1CN1CCOCC1)-c1ccnc2[nH]cc(C#N)c12
wild_568936,550,CCc1cc(cnc1C(=O)Nc1ccc2[nH]nc(-c3ccoc3)c2c1)C#N
wild_50507669,4.5,CCc1cc(nn1C)-c1n[nH]c2ccnc(NC3CCOCC3)c12
wild_634434,55,CCC1CC2=NN1CCOC(=O)NCCCOc1ccc3[nH]nc2c3c1
wild_677201,125,CCc1cc2cn[nH]c2cc1Nc1ncc(c(NC)n1)C(F)(F)F
wild_620946,0.745,CCc1cc2cnc(Nc3cnn(C4CC4(F)F)c3Cl)nc2cc1N1CCN(CC1)C1(C)COCC1O
wild_50442139,398,CCc1ccc2nc(Nc3cc(Cc4ccccc4)nc(N[C@H]4CC[C@H](O)CC4)n3)sc2c1
wild_254920,266,CCc1cccc(c1)-c1ccnc2[nH]cc(C#N)c12
wild_50582077,229,CCc1cccc(CC)c1N1CCn2cc(cc2C1=O)-c1nc(Nc2ccc(cc2OC)N2CCC(CC2)C(=O)N2CC3(CN(C)C3)C2)nc2[nH]ccc12
wild_185487,61,CCC1CN(CCO1)c1ncnc2[nH]cc(-c3cccc(c3)C#N)c12
wild_569137,5500,CCc1n[nH]c2ccc(NC(=O)c3ncc(C#N)c(c3C)C(F)(F)F)cc12
wild_569186,550,CCc1nc(C(=O)Nc2ccc3[nH]nc(C4CC4)c3c2)c(C)c(C)c1C#N
wild_50508756,8.7,CCc1nc2cnc3ccc(Cl)cc3c2n1[C@@H]1CCO[C@H](CC#N)C1
wild_50508754,1530,CCc1nc2cnc3ccc(Cl)cc3c2n1[C@H]1CCO[C@@H](CC#N)C1
wild_667808,0.82,CCc1ncccc1-n1nc2OCCCn3nc(Cl)c4cnc(Nc2c1C)nc34
wild_50470161,2900,CCc1nnc(o1)-c1cc(cnc1N)-c1ccc2[nH]ccc2c1
wild_239334,8.6,CCc1nnc2CN(CCn12)c1cc(ncn1)-c1n[nH]c2ccc(OC(C)C)cc12
wild_634419,55,CCC1OC(=O)NCCCOc2ccc3[nH]nc(-c4cccc1c4)c3c2
wild_50612213,1190,CCCC(=O)Nc1n[nH]c2ccc(NC(=O)C3=C(C)N(C)c4nnnn4C3)cc12
wild_559583,5500,CCCCn1cc(Nc2ncc3c(Cl)cn(C)c3n2)c(n1)C(F)(F)F
wild_239202,8.14,CCCN1CCN(CC1)c1cc(ncn1)-c1n[nH]c2ccc(OC(C)C)cc12
wild_239250,2.77,CCCN1CCN(CC1=O)c1cc(ncn1)-c1n[nH]c2cc(F)c(OC(C)C)cc12
wild_239219,4.39,CCCN1CCN(CC1=O)c1cc(ncn1)-c1n[nH]c2ccc(OC(C)C)cc12
wild_50526888,1120,CCCOc1ccc2nc(NC(=O)c3ccc(cc3)N3CCOCC3)sc2c1
wild_234865,334,CCCS(=O)(=O)Nc1cccc(Nc2ncnc3cc(OC)c(OC)cc23)c1
wild_239506,847.1,CCN(CC)C(=O)c1ccc(cc1)-c1ccc2[nH]nc(-c3cc(ncn3)N3C[C@H](C)O[C@H](C)C3)c2c1
wild_239476,607.5,CCN(CC)C(=O)c1ccc(cc1)-c1ccc2[nH]nc(-c3cc(ncn3)N3CCOCC3)c2c1
wild_50059348,13,CCN(CC)c1ncnc2[nH]cc(-c3cccc(c3)C#N)c12
wild_4814,15,CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C2/C(=O)Nc3ccc(F)cc23)c1C
wild_50240496,343,CCn1c(NC(=O)c2ccnc(c2)-n2ccnc2)nc2ccccc12
wild_50337139,57,CCN1c2ccccc2C(=O)N(C)c2cnc(Nc3ccc(cc3OC)N3CCN(C)CC3)nc12
wild_50539946,14,CCN1c2cnc(Nc3ccc(cc3OC)C(=O)NC3CCN(C)CC3)nc2N(C)c2ccccc2C1=O
wild_50539943,62,CCN1c2cnc(Nc3ccc(cc3OC)N3CCN(C)CC3)nc2N(C)c2ccccc2C1=O
wild_50539949,23,CCN1c2cnc(Nc3ccc(NS(C)(=O)=O)cc3OC)nc2N(C)c2ccccc2C1=O
wild_50612216,58,CCN1c2nnnn2CC(C(=O)Nc2ccc3[nH]ncc3c2)=C1C
wild_559606,550,CCn1cc(Cl)c2cnc(Nc3c(C)nn(C4CCN(CC4)S(C)(=O)=O)c3C)nc12
wild_559585,55,CCn1cc(Cl)c2cnc(Nc3cn(CC4CC4)nc3Cl)nc12
wild_559584,55,CCn1cc(Cl)c2cnc(Nc3cn(CCOC)nc3Cl)nc12
wild_559610,55,CCn1cc(Cl)c2cnc(Nc3cn(nc3Cl)[C@@H]3CCN(C3)C(=O)C3CCCC3)nc12
wild_559608,55,CCn1cc(Cl)c2cnc(Nc3cn(nc3Cl)[C@@H]3CCN(C3)S(C)(=O)=O)nc12
wild_559611,55,CCn1cc(Cl)c2cnc(Nc3cn(nc3Cl)[C@H]3CCN(C3)C(=O)C3CCCC3)nc12
wild_559609,55,CCn1cc(Cl)c2cnc(Nc3cn(nc3Cl)[C@H]3CCN(C3)S(C)(=O)=O)nc12
wild_559580,55,CCn1cc(Cl)c2cnc(Nc3cn(nc3Cl)C(C)C)nc12
wild_559591,55,CCn1cc(Cl)c2cnc(Nc3cn(nc3Cl)C3CC(C)OC(C)C3)nc12
wild_559586,55,CCn1cc(Cl)c2cnc(Nc3cn(nc3Cl)C3CC3)nc12
wild_559593,55,CCn1cc(Cl)c2cnc(Nc3cn(nc3Cl)-c3ccc(F)cc3)nc12
wild_559615,5,CCn1cc(Cl)c2cnc(Nc3cn(nc3Cl)C3CCCN(CC3)C(=O)C3CC3)nc12
wild_559614,5,CCn1cc(Cl)c2cnc(Nc3cn(nc3Cl)C3CCCN(CC3)S(C)(=O)=O)nc12
wild_559589,55,CCn1cc(Cl)c2cnc(Nc3cn(nc3Cl)C3CCN(C)CC3)nc12
wild_559605,5,CCn1cc(Cl)c2cnc(Nc3cn(nc3Cl)C3CCN(CC3)C(=O)C(C)(C)C)nc12
wild_559598,55,CCn1cc(Cl)c2cnc(Nc3cn(nc3Cl)C3CCN(CC3)C(=O)C(C)C)nc12
wild_559596,55,CCn1cc(Cl)c2cnc(Nc3cn(nc3Cl)C3CCN(CC3)C(=O)C3CC3)nc12
wild_559604,2.5,CCn1cc(Cl)c2cnc(Nc3cn(nc3Cl)C3CCN(CC3)C(=O)N3CCN(C)CC3)nc12
wild_559603,4.66,CCn1cc(Cl)c2cnc(Nc3cn(nc3Cl)C3CCN(CC3)C(=O)N3CCOCC3)nc12
wild_559607,5,CCn1cc(Cl)c2cnc(Nc3cn(nc3Cl)C3CCN(CC3)S(=O)(=O)C3CC3)nc12
wild_559597,5,CCn1cc(Cl)c2cnc(Nc3cn(nc3Cl)C3CCN(CC3)S(C)(=O)=O)nc12
wild_559590,55,CCn1cc(Cl)c2cnc(Nc3cn(nc3Cl)C3CCOCC3)nc12
wild_559613,55,CCn1cc(Cl)c2cnc(Nc3cn(nc3Cl)C3CN(C3)C(=O)C3CC3)nc12
wild_559612,55,CCn1cc(Cl)c2cnc(Nc3cn(nc3Cl)C3CN(C3)S(C)(=O)=O)nc12
wild_559578,55,CCn1cc(Cl)c2cnc(Nc3cnn(C)c3Cl)nc12
wild_559594,550,CCn1cc(Cl)c2cnc(Nc3cnn(c3Cl)-c3ccc(Cl)cc3)nc12
wild_559600,5,CCn1cc(Cl)c2cnc(Nc3cnn(C4CCN(CC4)C4COC4)c3Cl)nc12
wild_559588,55,CCn1cc(Cl)c2cnc(Nc3cnn(C4COC4)c3Cl)nc12
wild_185495,77,CCn1cc(cn1)-c1c[nH]c2ncnc(N3CCOCC3)c12
wild_50260923,12000,CCn1cc(cn1)-c1cc(cnc1N)-c1ccc(C)cc1
wild_50590226,7,CCn1cc(cn1)-c1cccc(n1)C(=O)Nc1cc(cnc1C(F)(F)F)N1CC[C@H](C1)C(C)(C)O
wild_678121,269,CCn1cc(cn1)-c1nc(cs1)C(=O)Nc1cn(CC(F)(F)F)nc1OC
wild_678078,38.9,CCn1cc(cn1)-c1nc(cs1)C(=O)Nc1cnn(c1)C1CCC1
wild_50557601,0.8,CCn1cc(cn1)-n1ncc2cc(Cl)c(cc12)C1CCN(CC1)C1(C)COC1
wild_677962,50.1,CCn1cc(NC(=O)c2csc(n2)-c2cn[nH]c2)c(n1)C#N
wild_677964,29.5,CCn1cc(NC(=O)c2csc(n2)-c2cn[nH]c2)c(n1)-c1nnc2CCCCn12
wild_593239,125,CCn1cc(Nc2ncc(F)c(OCC3CCC(O)CC3)n2)cn1
wild_559592,55,CCN1CCC(CC1)n1cc(Nc2ncc3c(Cl)cn(CC)c3n2)c(Cl)n1
wild_239230,2.97,CCN1CCN(CC1)c1cc(ncn1)-c1n[nH]c2cc(F)c(OC(C)C)cc12
wild_239082,0.76,CCN1CCN(CC1)c1cc(ncn1)-c1n[nH]c2ccc(cc12)-c1cnn(C)c1
wild_239345,6,CCN1CCN(CC1)c1cc(ncn1)-c1n[nH]c2ccc(OC(C)C)cc12
wild_239265,24.3,CCN1CCN(CC1)c1cc(ncn1)-c1n[nH]c2ccc(OC)cc12
wild_239291,96.99,CCN1CCN(CC1)c1cc(ncn1)-c1n[nH]c2ccc(OCCOC)cc12
wild_593154,125,CCN1CCN(CC1)c1ccc(Nc2ncc(Cl)c(OCC3CCC(O)CC3)n2)nc1
wild_239221,4.16,CCN1CCN(CC1=O)c1cc(ncn1)-c1n[nH]c2cc(F)c(OC(C)C)cc12
wild_239214,5.6,CCN1CCN(CC1=O)c1cc(ncn1)-c1n[nH]c2ccc(OC(C)C)cc12
wild_239268,78.3,CCN1CCN(CC1=O)c1cc(ncn1)-c1n[nH]c2ccc(OC)cc12
wild_239292,107.1,CCN1CCN(CC1=O)c1cc(ncn1)-c1n[nH]c2ccc(OCCOC)cc12
wild_559628,550,CCn1nc(Cl)c2cnc(Nc3c(Cl)nn(C4CCN(CC4)C(=O)C4CC4)c3C)nc12
wild_559624,5,CCn1nc(Cl)c2cnc(Nc3cn(nc3Cl)C3CCCN(CC3)C(=O)C3CC3)nc12
wild_559623,4.75,CCn1nc(Cl)c2cnc(Nc3cn(nc3Cl)C3CCCN(CC3)S(C)(=O)=O)nc12
wild_559625,5,CCn1nc(Cl)c2cnc(Nc3cn(nc3Cl)C3CCN(CC3)C(=O)C(C)(C)C)nc12
wild_559620,55,CCn1nc(Cl)c2cnc(Nc3cn(nc3Cl)C3CCN(CC3)C(=O)C(F)(F)F)nc12
wild_559629,5,CCn1nc(Cl)c2cnc(Nc3cn(nc3Cl)C3CCN(CC3)C(=O)C3CC3)nc12
wild_559626,5,CCn1nc(Cl)c2cnc(Nc3cn(nc3Cl)C3CCN(CC3)C(=O)N3CCOCC3)nc12
wild_559630,5,CCn1nc(Cl)c2cnc(Nc3cn(nc3Cl)C3CCN(CC3)C(C)=O)nc12
wild_559619,5,CCn1nc(Cl)c2cnc(Nc3cn(nc3Cl)C3CCN(CC3)S(=O)(=O)C3CC3)nc12
wild_559631,3.94,CCn1nc(Cl)c2cnc(Nc3cn(nc3Cl)C3CCN(CC3)S(=O)(=O)CC)nc12
wild_559627,4.49,CCn1nc(Cl)c2cnc(Nc3cn(nc3Cl)C3CCN(CC3)S(C)(=O)=O)nc12
wild_559632,55,CCn1nc(Cl)c2cnc(Nc3cn(nc3Cl)C3CN(C3)C(=O)C3CC3)nc12
wild_559617,55,CCn1nc(Cl)c2cnc(Nc3cnn(C4CCN(CC4)C4COC4)c3Cl)nc12
wild_559634,55,CCn1nc(Cl)c2cnc(Nc3cnn(C4CCN(CC4)S(C)(=O)=O)c3Cl)nc12
wild_559633,55,CCn1nc(Cl)c2cnc(Nc3cnn(C4CN(C4)C4COC4)c3Cl)nc12
wild_620869,10.3,CCn1ncc(Nc2ncc3cc(Cl)c(cc3n2)N2CCC(C)(O)CC2)c1F
wild_620792,6.83,CCn1ncc(Nc2ncc3cc(Cl)c(cc3n2)N2CCN(CC2)C2(C)COC2)c1C
wild_620847,3.38,CCn1ncc(Nc2ncc3cc(Cl)c(cc3n2)N2CCN(CC2)C2(C)COC2)c1Cl
wild_620923,0.989,CCn1ncc(Nc2ncc3ccc(cc3n2)N2[C@@H](C)COC2=O)c1C
wild_620939,8.73,CCn1ncc(Nc2ncc3ccc(cc3n2)N2C(C)CCC2=O)c1C
wild_620937,0.625,CCn1ncc(Nc2ncc3ccc(cc3n2)N2C(COC2=O)C2CC2)c1C
wild_620941,2.53,CCn1ncc(Nc2ncc3ccc(cc3n2)N2C3CCC(C3)C2=O)c1C
wild_620677,13.3,CCn1ncc(Nc2ncc3ccc(cc3n2)N2CCC2C)c1C
wild_620675,15.9,CCn1ncc(Nc2ncc3ccc(cc3n2)N2CCCC2C)c1C
wild_620987,12.5,CCn1ncc(Nc2ncc3ccc(nc3n2)N2[C@@H]3CC[C@@H](C3)C2=O)c1C
wild_620986,4.43,CCn1ncc(Nc2ncc3ccc(nc3n2)N2[C@H]3CC[C@H](C3)C2=O)c1C
wild_50448121,99,CCNC(=O)C(C)(C)n1cc(Nc2ncc(c(NC)n2)C(F)(F)F)c(C)n1
wild_50428713,46,CCNc1c(nnc2cc(ccc12)-c1ccc(cc1)S(C)(=O)=O)C(N)=O
wild_282587,84,CCNc1c(nnc2cc(ccc12)-c1cccc(F)c1)C(N)=O
wild_620764,23.5,CCNc1cc2nc(Nc3cnn(C4CCN(CC4)C4(C)COC4)c3Cl)ncc2cc1Cl
wild_384463,45,CCNc1nc(Nc2cc(CN3CCCC3=O)nn2C2CC2)ncc1C(F)(F)F
wild_50398668,9,CCNc1nc(Nc2cc(F)c(cc2OC)C(=O)N2CCOCC2)ncc1C(F)(F)F
wild_50398662,10,CCNc1nc(Nc2cc(F)c(cc2OC)C(=O)NCC(C)(C)O)ncc1C(F)(F)F
wild_384507,45,CCNc1nc(Nc2cc(nn2C)C2CCOCC2)ncc1C(F)(F)F
wild_384450,45,CCNc1nc(Nc2cc(nn2C2CC2)C2(C)CCC(=O)N2)ncc1C(F)(F)F
wild_50398674,27,CCNc1nc(Nc2cc(OC)c(cc2Cl)C(=O)N2CCOCC2)ncc1C(F)(F)F
wild_50398661,22,CCNc1nc(Nc2cc3CN(CC(C)(C)O)C(=O)c3cc2OC)ncc1C(F)(F)F
wild_384503,45,CCNc1nc(Nc2ccnn2[C@@H]2C[C@@H](C2)n2ccnn2)ncc1C(F)(F)F
wild_384502,45,CCNc1nc(Nc2ccnn2[C@@H]2C[C@@H](C2)n2nccn2)ncc1C(F)(F)F
wild_384494,45,CCNc1nc(Nc2ccnn2[C@H]2C[C@H](O)C2)ncc1C(F)(F)F
wild_50398664,17,CCNc1nc(Nc2cnc(cc2OC)C(=O)N2CCOCC2)ncc1C(F)(F)F
wild_239440,6.1,CCOC(=O)N1CCN(CC1)c1cc(ncn1)-c1n[nH]c2cc(F)c(OC(C)C)cc12
wild_50558873,10,CCOc1cc(ccc1Nc1nc(OCC)c2cc[nH]c2n1)C(=O)N1CCN(C)CC1
wild_50558872,10,CCOc1cc(ccc1Nc1nc(OCC)c2cc[nH]c2n1)C(=O)N1CCOCC1
wild_241338,48,CCOc1cc(ccc1Nc1ncc2cc(C)nc(NCC(C)(C)C)c2n1)-c1nncn1C
wild_50337134,46,CCOc1cc(ccc1Nc1ncc2N(C)C(=O)c3ccccc3N(C)c2n1)N1CCC(O)CC1
wild_50434070,171,CCOc1cc(ccc1Nc1ncc2N(C)C(=O)c3ccccc3N(C3CCCC3)c2n1)C(=O)N1CCC(CC1)N1CCN(C)CC1
wild_50594455,0.083176,CCOC1CC1C(=O)Nc1cc2cc(N3CCN(CC3)C3(C)COCC3O)c(Cl)cc2cn1
wild_593297,125,CCOC1CCC(COc2nc(Nc3ccc(cc3)N3C[C@H](C)O[C@H](C)C3)ncc2F)CC1
wild_593296,125,CCOC1CCC(COc2nc(Nc3ccc(cc3)N3CCOCC3)ncc2F)CC1
